text,sentiment
"i heard, i saw, i downloaded. i love it! so easy to configure and it works great. i have it on both google chrome and torch browsers. thank you!
",1
"is working very time , yessss goolllllllll
",1
"ghostery have exposed everyone's email address in it's gdpr email notice.

received an email from ghostery about it's compliance with gdpr. everyone's email address has been exposed in the to field instead of bcc being used to hide them.

i am very upset at the ineptness on ghostery's part. i have lost all faith in your product.

you fail on something as rudimentary as blind carbon copy (abbreviated bcc:) that allows the sender of a message to conceal the recipient.
",0
"why does it automatically reinstall when the laptop is turned on ???
",0
"it does not lie when it says it improves web speed. get it!
",1
"disqus comments - not working.
click on 'play one time and refresh' does just page refresh, comments not shown, so i repeat it from 2 to 10 times to get effect.
",0
"myipone4s3g.imei:012538003076523,serial:83101zy8a4s can't download,update.software,app,ios.newversion don't open safarifile,server.onmobilepone unlockmyhotmail can't work , newpasswordonicloud.can't update,download.app
",0
"i can not sign in. despite the password being entered, a message asking for a password is displayed.
",0
"my ghost has truned from blue to black and when i click on it it is blank. how do i fix this?
",0
"when i middle-click a link to open it in a new tab, i get the ""popup blocked"" message in the address bar. this happens when ghostery is the only active extension, but doesn't happen when ghostery is deactivated.
",0
"i installed it and ran it in its default one-click setting. i tested it on some privacy sites like electronic frontier organization's panopticlick. it passed in ""blocking tracking ads"" and ""stop trackers included in the so-called acceptable whitelist ads"" but failed in ""blocking invisible trackers"" and in ""unblock third parties that promise to honor do not track."" 

it didn't pass fingerprinting, but i am still looking for something that will pass that test.
",0
"works great. click settings then visit the options button to block everything. all doubleclick, google connect, beacons, widgets, all ad's,
analytics, privacy, thousands of others. the only 4 i keep open are for audio/music.  a must have!  adblock 4 is great too if it's still around.  blocks all ads on youtube and other streaming video!  just like the old days before mega-data was a thing and then the ads came along for the ride.
",1
"used to be great, but recently has started to break continued authentication for some sites (google, annoyingly, but also medium), and can't keep itself logged in either, so all my whitelists that are supposed to benefit sites i don't mind ads on become useless. as the technical ability has gone down, things like ghostery rewards have gone up, and i find the downsides in getting sites working are not worth the upsides. sorry ghostery, long time user uninstalling.
",0
"a very good tool for helping one preserve a bit of privacy.  thank you.
",1
"thanks for the positive review! happy browsing!
",1
"with latest version browsing is impossible
",0
"since the latest update ghostery has gimped my internet browsing capability. pages fail to load as ""waiting on ghostery"" displays at the bottom of my screen. youtube videos would fail to load, if the page would load at all. i appreciate what ghostery does but not at this expense. it's disabled now (which did fix the problem) and if you fix this issue i'll re-enable it.
",0
"can't find any way to ad things when it misses to block certain elements. that's a giant flaw
",0
"i see that the ghost is gray, which means that ads are not being blocked but the extension window will not show up when clicked. also, all options on the website are not working.
",0
"thumbs up
working great 

like it very much

thank you
",1
"there is a conflict when using ghostery with avast online security on chrome. this is a recent occurance with the recent avast program upgrade.
",0
"""waiting to ghostery"" has become a real problem. need to upgrade the backend because these load delays will cause everyone to jump to an alternative no matter how good the product works.
",0
"it does what it says i give it 5 stars

also is this long lasting or is it a trial run.
",1
"blocked recaptcha and it took me so long to figure out it was from this extension. couldn't find way to modify the script to unblock recaptcha. wasted hours on useless stuff
",0
"i love ghostery but the the june 8, 2019 is crashing constantly. will go back to 5 stars when it is fixed!
",0
"best anonymity app i use couple with add block and you have some clean browsing.
",1
"gostery is wonderful.  not only does it stop ads, (the boxes for the ads are still there, but all of the content, pictures and words are gone!) but it helps me learn about those who would made money by violating my privacy.  and it does all this without slowing my system.  for me, this is a gift of the first magnitude!
",1
"i love the extra information on google
",1
"the latest version of this extension seems to leak memory and allocates up to 12g of virtual memory (chrome linux). this memory seems to be mostly unused, just allocated. it still affects system performance. i needed to disable it. i'm currently looking for a different solution instead of ghostery. it was once great but blocking has become intransparent (no clear overview of what is blocked and what isn't) and messes with some of the new gdpr cookie guidelines (preferences are always forgotten, i have to accept cookies each visit again).
",0
"a must-have extension ... i really like it
",1
"does what it claims to do. no issues. thanks for the great extension!
",1
"the app is supposed to download on my devices soon, and did not install in my laptop browser. however, lo and behold the extension did a fine job in my chrome browser. please identify in header as mobile app.
",0
"i have ghostery on my safari, imac, but would like to have ghostery on my google chrome that i'm using now? how and where? joycejoellie@shaw.ca
",0
"says internal server error when trying to create an account. oh well. was looking forward to using the extension :(
",0
"cannot use on social sites that generally screw up if ghostery is functioning on those sites.  perhaps there's a trick to it, i just didn't dig too far.   for everything else it works great.
",0
"ditto.  fortunately for me, i spend too much time on facebook anyway, so this is just another feather in ghostrey's hat, as far as i'm concerned.  
",1
"there's a ton of people experiencing this same issue. middle clicking on a link previously opened a new tab (without issue). latest version of chrome. now, after a reboot, any middle click results in a ""pop up blocked"", rather than opening a new tab.
",0
"easy to use, makes you realize how much you are tracked, and data mined. very worthwhile
",1
"this and adblock plus are great together!
",1
"another thing to consider also is if you are not signed into your gmail account it may not let you add it.
",0
"great product, highly recommend for all users.
",1
"it slow down my browsing in any way it is useful and secure
",0
"even when i uninstalled this extension the custom rules still stay in place. had to reinstall it to fix the redirects.
",0
"this extension so much feeling of security!!!
",1
"hmmm....no edit button?

corrections: ...should read '...so it displays warnings between https sites at least 3-6 times a day!!!! and...should read 'the handshaking going on....'
",1
"security by default should be a no brainer. until it is though this is a great step for the regular end user.
",1
"corruption bug appears to have a workaround.  posted by anand bhat:

for all those having issues with the latest version showing as corrupt, try these steps:

1. install extension.
2. once it shows ""this extension may have been corrupted"", go back to the chrome store and open up this extension's page (https://chrome.google.com/webstore/detail/https-everywhere/gcbommkclmclpchllfjekcdonpmejbdp).
3. the top of the page will have this text -- ""this item has been disabled in chrome. enable this item"". click it.
4. extension will get activated!

the developers of this extension are aware of this and it is due to bug in chrome. more details can be found at https://github.com/efforg/https-everywhere/issues/5874#issuecomment-245493840
",0
"works great to push https prefix. need to turn it off sometimes to allow images.
",0
"can't say i'm having the memory issue that others are (but if that is a concern then chrome itself is the worst browser you could have).

my problem is...why is this not _forcing_ https on all sites that feature it?  i shouldn't have to edit ebay's url manually when i have this installed.  looking elsewhere
",0
"the most recent update is crashing constantly in chrome. it's a great add-on, however with the recent crashes and slowdowns, i had to disable it. i will re-enable it once the crashes are fixed.
",0
"i can't find the extension? it says it added t chrome but can't find any where
",0
"they removed the ability to add custom force https rules.

*fixed/added back in latest update, thank you.
",1
"short answer no, sites that have https enabled do not always go to https by default. 

longer answer. some sites allow port 80 (http - without tls/ssl) or port 443 (https - with tls/ssl). those sites will use port 80 unless the user types the https in the address. this tool redirects sites that have both bindings enabled to always use port 443.
",1
"this should be a standard feature on all browsers, especially mobile browsers.
",0
"the extension is nice, but take a look at chrome's ""task manager"". this extension eats upto 300 megabytes (!) of memory. while other extension i use (much more complex ones) are staying way under 30 mb.
",0
"the goal is valiant and necessary but the implementation is bad. breaks on many video-related sites and doesn't give any clear indication of how or what to disable to get it working again.
",0
"does not make unsecure sites secure, just forces the use of https if the site has it as a option.
",0
"i've been using https everywhere for a while now and it works great, has never caused me a problem.
",1
"great extension, and absolutely necessary. but for some reason chrome is disabling it??
",0
"at the point it decides to block websites because it can't decode commercial resenders like akamai, it's past its usefulness to me.
",0
"it makes videos lag test it 3 times its this extension only
",0
"cannot install with an error message ""this extension may have been corrupted."" i tried several times. chrome 53 on win 10.
",0
"causes all my downloads to freeze/crash (download failed - network error)
",0
"worked fine in win7 for years until this past week.  i unin/rein from chrome store several times - extension installs fine and 5 seconds later, chrome 54 disables it immediately with error msg in extensions list ""repair"" which does nothing.  unin/rein does nothing. extension is worthless in chrome 54 on win7.
",0
"first extension that i install on chrome and chromium!
",1
"it breaks chrome on linux repeatedly. i tried installing and reinstalling, and it keeps breaking it after about 30 minutes of it being active. it just stops websites from loading, and posts the message of ""waiting for https everywhere..."" in the lower left.
",0
"i just added to chrome but used extensively with tor and firefox.  top notch!
",1
"it does what it has to do.
",1
"a must have as a no-brainer to keep you and your data/privacy secrure wherever you go.
",1
"sometimes you can't even block unencrypted or else the website gets blocked, there is nothing that tells you that it is making a website ""https://"", it didn't even make a single site ""https://"" for me
",0
"brilliant idea and thank you for building it

i now have problems with flash videos on news websites (bbc etc.)
confirmed it is this extension by disabling/enabling all my extensions one at a time - this was the one that caused me the problem

would be handy to be able to prevent it running on some websites to help get around this problem
",0
"new user. so far seems good after just a couple of days.
",1
"this shouldn't even need to be an extension. gotta love the eff...
",1
"great! tries it's best to give you an https secure connection to all sites. if it can't, it will search for an https version of the site (always made by the same person) and redirects you there.
",1
"that's not how the ""s"" technology works. however, you can probably just set up a redirect rule on your home router to do this.
",0
"many people don't even understand what https is and how it works. so, they are giving it poor scores. however the extension does everything as expected and does it very well too.
",1
"it keeps telling me that the file is corrupted no matter what i do i've tried everything i know and then some to fix it but can't. the one week it worked it was great and i loved it.
",0
"really helpful. everyone must have this extension.
",1
"can you please provide more information on your review? saying ""it doesn't work please repair that"" doesn't describe any problems.
",0
"suggest optionally scanned the page by virustotal before going into http.
",0
"no i tested it out and it said unsecrue
",0
"this really did not work for me. i think it only works for some people
",0
"another step in security on the web - if there is a secure entry, use it.  i love this app
",1
"is a sorely needed extension, but no option for exceptions.  this breaks amazon instant video playback of some drm content, for many people [and was not easy to discover].  because the problem only occurs for some drm content, it can be very difficult to discover, for those unfamiliar with this issue, and you can spend an enormous amount of time investigating the 'more common' causes of those playback problems.
",0
"where in the world would we be out it !!
",1
"works exactly as intended. no issues with it.
",1
"while this is no longer needed as of chrome 94, i've used this for years and want to show my appreciation. thank you your service. o7
",1
"a must have as a no-brainer to keep you and your data/privacy secrure wherever you go.
",1
"this extension is very secure and helpful.
",1
"i think everyone should know about this!!
",1
"do not install this. it will slow down your browsing experience. it installs additional software without your consent. complete garbage. stay far away from this crap.
",0
"i really like the extension but i would add a warning that this causes silverlight to crash at the end of programs on netflix.  if you add netflix to the whitelist then that resolves the issue.
hope that helps.
",1
"it is a great application but there are a lot of issues with linkedin
",0
"i want the option to disable this in some sites.
",0
"must have in this day and age. why give away your information for free.
",1
"extension seemed to be working well for the few weeks i used it.  now after several requests for money and my not sending any the extension is not working.  it is enabled but no longer doing what it's suppose to do and had been doing.  i have now disabled it and will remove it completely.  disconnect should find another way for us to support their free service like pcclassesonline does.  they don't ask us for money they ask for other ways in which we can support them.  good-bye disconnect... and yes i do clean my cache regularly.  if you want to keep customers it would do you well to fix that issue you're having as stated two days ago by casey oppenheim.  thank you.
",0
"wish it had a dedicated settings page. either something like adguard or adblock plus. i really just like using this for its diagram, however it is impossible to disable the extension blocking feature globally and seems to only work site by site. that way one could view the ""light beam"" spider web of connections and seem how other extensions are working.
",0
"whether you have adblock or abp or not, this is the perfect extension to further enhance the level of privacy you have online.

get it now. you won't regret it.
",1
"daz hub, thanks for the discovery you shared in your addendum as to chrome proxy compression (not disconnect.me) causing your 'save image as' downloaded files to be corrupted.  and i like that even non-users of disconnect.me might find the answer to why their downloaded image files were corrupted if a search for help leads them here to your news. yea for community!
",0
"very helpful app there is not adware installed if you pay attention when you download.  i have had this on my browser for over a year now and it has really prevented a lot of things.  love the plugin
",1
"had it disconnect it as it blocked the body of my emails.
",0
"this extension is amazing and important for anyone who cares about their safety and privacy. 

if you're going to have extensions on chrome, this  is it.

a+++ product!!!
",1
"latest version seems to break the chrome tweetdeck app, doesnt show user images.
",0
"great extension, makes it intuitive to control your online privacy
",1
"the only problem ive encountered is it wont allow uploading pics to facebook on occasion. i narrowed down the issue by disabling my extensions in chrome one at a time and it turned out disconnect was the culprit... otherwise a good ext
",0
"i love the concept here and have had it installed for quite awhile, but there are now just way too many websites that don't work properly when this extension is installed.  there are too many sites where some of the dynamic content just doesn't work - often videos for some reason and this includes major popular news sites.
",0
"how can you not love this extension?
",1
"it did initially seem to interfere with google photos but i resolved that by whitelisting the site. you can tune what it blocks, which may help you with problems on certain sites.
",1
"generally thought this was great, until i discovered it blocks the cbc's video player. needs a fix
",0
"i had to uninstall it because it makes several sites i regularly use unusable. if they add a function to add exceptions for certain sites then i might consider re-installing.
",0
"used to be decent but now it slows down my browser, messes with flash movies, crashes chrome a lot, and it even lagged my whole computer until i ctrl+alt+del chrome. will not recommend.
",0
"does ghostery really still do that? i thought they haven't since they were acquired by cliqz, which helps out mozila with firefox's privacy.
",0
"catches every nasty little tracking bugger floating around the innerwebs
",1
"great. just wish i didn't have to unblock every site every time i change pages. should be my choice...
",0
"it is good but made browsing slow
",0
"it's conflicting because all of those extensions do the exact same thing. try only using one because that's all you really need.
",1
"this is an excellent program!! i have found that my slacker radio runs much smoother.
",1
"really good shows everything that's tracking you(and even discovered some very use full websites by looking up some of them)
",1
"web pages load like far quicker now i have this installed. great extension.
",1
"used to be great but blocks all images from tweetdeck and there is no option to ""allow"" certain sites. so i have to choose tweetdeck or disconnect.
",0
"i've been using this for quite a while. i love it for facebook. there's the odd site that plays up even if i select the whitelist option but most are ok.

for those giving low scoring reviews for not allowing whitelisting, the option's there. it's about 2/3 of the way down on the left side of the popup if you click the disconnect logo under your minimise button.
",1
"works seamlessly in the background and seems to speed up page loading time. i have used this extension for quite some time, it seems to be working very well.
",1
"good extension, but even some website i have whitelisted like twitter are unusable if it's on. this is a pretty big oversight and it has caused some problems on other sights as well.
",0
"this is the s--t u really need this works hella good
",1
"simple, elegant way to prevent unwanted third party and tracking cookies. if you are like me and would just like to control what you can (and not someone who thinks the government is tracking your grocery purchases through the cardboard sim card in your prepaid phone) this is a great idea. i noticed people mentioning that certain sites dont work after installing- you just need to add it to the permissible list and change your settings to be a little less restrictive and your services will work again. i went through this with my gmail acct. anyway, this is a must have for peace of mind.
",1
"but this extension, by default disable any request from google.
",1
"popups promoting their paid product and removal of options will force me to seek other options. was great until they started doing the very thing the app is suppose to prevent.
",0
"like others have reported, it messes with site functionality and sometimes those are important things that you are doing on those sites.
",0
"the only problem ive encountered is it wont allow uploading pics to facebook on occasion. i narrowed down the issue by disabling my extensions in chrome one at a time and it turned out disconnect was the culprit... otherwise a good ext
",0
"great extension, makes it intuitive to control your online privacy
",1
"great extension. my only complaint is that when i use it i cannot open pdf attachments in google's inbox when disconnect is enabled. i'm using windows 7 and the latest version of chrome. i will re-enable the extensions once this is resolved. otherwise, keep up the good work! thanks.
",0
"very good, i'm not going to be tracked by facebook again.
",1
"i hate google (nsa) 4 their following us all over the internet. this is one of the best extensions available.
",1
"was blocking my flash player from playing videos
",0
"great extension, love the feeling of privacy it provides.
",1
"solid app. blocks 3rd party tracking from the major privacy invaders.
",1
"it is awsm i have been using it for a period if time and i'm  satisfied by it's performance....
",1
"blocks ads, unnecessary request and don't interfere with normal usage. if a site is safe or u like to enable something that was blocked, you can white-list the site and no that all. nice addon for any browser.
",1
"chrome keeps showing at the bottom ""waiting for disconnect"" and so web sites take too long. went back to adblock plus, ghostery, donottrackme, hola, virtru,and zenmate.
",0
"not bad. i'm impressed with how it work and what it does. i gotta give it props.
",1
"i like this extension, but one problem.

denying load of chrome-extension://jeoacafpbcihiomhlakheieifhpjdfeo/scripts/vendor/jquery/jquery-2.0.3.min.map. resources must be listed in the web_accessible_resources manifest key in order to be loaded by pages outside the extension. please fix it! that annoys me.
",0
"everyone is saying this about the app.  i will probably wait to download it, but it seems to work well from other reviews
",1
"broke more websites than the duckduckgo extension or my ad blocker (ublock) but provides easy and advanced options to personalize how it works. they also take direct feedback to report that the extension broke a website. in general, i'd totally reccommend.
update nov. 2020: had to disable it for now as the extension is interfering with google login on other sites, i hope they get to fix it soon.
",0
"good for peace of mind. the only problem is that when a web site seems broken, you have to remember to disable privacy badger for that site to see if it fixes the problem, as the way the tool works does break some sites that are designed in an unusual way. i just wish it had a *temporary* shut-off switch (""reload without privacy badger""?) to help me establish if pb is the problem.

it has a side-effect of blocking some ads, which also causes some news sites to demand you disable it.
",0
"great tool. might be even better in some cases then adbock. and the tracked adjustments seems amazing!
",1
"works as expected: great!
cpu hog: not great.

it would regularly hit 80-100% cpu in chrome's task manager when opening a new tab or page, and seemed to significantly slow down chrome's launch time.
",0
"cool add on, i'd love to have shortcut to toggle pb and also to enter settings
",1
"cannot log in to hangouts extension, dont have a control panel to manually see _*all*_ domains of which privacybadger controls and set them by hand, so have to guess respective google domains and have to try to disable on them - no avail.
",1
"not sure if there is an ""ad blocker"" out there that does let you see some ads... with the exception of the optional ""let me see responsible advertising"" option in most ad blockers these days, if you are seeing adds whilst using one, it is probably not doing a very good job... 
",0
"needs a reset button.  i made a couple of selections as something wasn't working on a site but later realised i was getting loads of new ads on a different site.
no way to no which blocked cookie did it and no ability, bar going through over 30 cookies and testing each one individually.
",0
"it has been great up until the recent update. firstly, it is being flagged by google as slowing down chrome; and secondly, it is blocking the buffer extension despite whitelisting and doesn't remember me selecting to unblock.

edit: uninstalling and reinstalling fixed the buffer bug.
",0
"that's awesome privacy badger extension !!!!!
",1
"i would rate 5 stars, but chrome keeps telling me that it's slowing down my browser. if this is normal please tell me because no matter what i won't uninstall this extension, but it would be nice if someone could help me with this. other than that, this extension is a must have for everyone.
",1
"when privacy badger breaks a site, you could let us know about the breakage by clicking on the ""did privacy badger break this site?"" button in privacy badger's popup.
",0
"does what is says it can do.
",1
"works well, i like it as a more trustworthy alternative to ghostery
",1
"works well, i like how it learns which trackers are bad or good and adjusts accordingly to keep your browser and personal data safe! i have stopped use a adblocker because this works so well. because a lot of advisements have malware trackers in them  , it's has stopped ads on youtube.
",1
"the rotten tomatoes web-page which i use extensively started to open with no pictures.  i suspected cookies & so cleared them out but to no avail.  the next suspect was extensions &, as this was the last one added, i switched off & voila!  rotten tomatoes is now loading correctly.

having 'all else failed', i've now read the instructions & disabled pb on rotten's site & all is well. doh!
",0
"it seems to work pretty well.
",1
"https everywhere can be enables in most browser's settings without addon
",1
"so far i'm loving this extension. on the other hand i imagine that google is hating it. and facebook. and twitter. and addthis. and so on and so on...
",1
"i'm not very interested in the privacy aspect of this extension (because i use a vpn), but it can make websites like fandom/wikia load faster than the speed of light. adblock plus and privacy badger make an excellent duo.
",1
"same thing happened to me. i just uninstalled it altogether because nothing would load. 
",1
"like the way that it learns as it goes. never felt completely comfortable with everything blocked in abp or ghostery since they rendered many sites in error or non-functional. wasn't such a big deal for me but made it problematic for less experienced user. privacy badger is easy to use for advanced users that want to block everything but still offers good protection and functionality to users who just prefer to browse.
",0
"note that yesterday's update has broken videos using both flash and html5 formats for many sites on the chrome browser.  disabling it on those sites (or disabling the extension) will fix the problem.  the firefox version did not have the effect of breaking these videos.
",0
"does not block trackers by default nor does it give you the option to change this setting (in fact, it lacks any type of settings)
",0
"it appears facebook, twitter, and ajax.googleapis have found a way to get around privacy badger.
i just can not believe those 3 (and plenty of others) are not actively tracking me when they are listed under ""the domains below don't appear to be tracking you""
developers, please take a closer look at this.
if their not tracking, then why are they present?
",0
"used to work really well but recently it has suffered. regularly the extension will prevent the page from loading. you'll see a ""waiting for privacy badger"" message. i assume it's because it's grabbing external scripts somewhere. there really should be a fall back option so that if it times out the page can still load. i keep having to disable it and am close to removing. i still have hope though!
",0
"stopped eleven trackers on one website.
laptop seems faster and
no buffering.
could be coincidence.
but at the very least
facebook doesn't know what i'm doing any more.
",1
"this app breaks reddit if it's installed for longer than a week. they need to fix this.
",0
"could you update your review please? the bug was fixed promptly.
",1
"i love it a lot. it does a great job behind the scenes and has the big plus of being governed by the eff. there are rare occasions where i have to intervene (once a month?). the intervention is most of the time simple (move a slider in the popup). 

it drastically improves my internet experience on a daily basis. what could you want more?
",1
"does nothing for my computer. i have not seen this application be able to block anything. i tried it for a week and find it hard to believe that all the sites i visit are are tracker free and safe. i uninstalled this add-on today.
",0
"works well. a bit overzealous sometimes but the interface is great and makes it easy to unblock stuff as required.
",1
"half the time it works, other half it prevents any page from loading with ""waiting for privacy badger""
",0
"initially, it seems pretty cool.  i used it for about six months, if you read about this on some other professional reviews, you'll find something to the effect of ""it's cool, but breaks the internet experience""  and that's kinda true.  after you install this, depending if you are a power user or facebook only internet user, be prepared to spend 5-10 minutes a day playing the ""recaptcha"" clicking on the picture games for literally every site you go to.  does that sound too bad"" well that's 30-60 hours of year you are wasting with recaptcha because your user experience is indeed kinda broken. some may say paying 30-60 hours of your life away each year is a small price to pay for added privacy, but i think you are getting by just fine using ublock, https everywhere and paying for adguard. you have to weigh it yourself. give it a try for sure.  but i think there are better options out there.  you'll have a lot more time to live life without this horrible extension wasting your time.
",0
"i installed this and when i go to extensions i get a warning that says ""not from chrome web store"", even though i added it from chrome web store.
",0
"this application does the job it is designed to do very well. i am always interested in seeing the absurd number of intrusions that it has blocked in certain websites. my problem with it is that it seriously effects the working of a number of websites. in particular many websites are unable to play or load videos. while i am sure that some videos are problematic i dont believe as many as it is blocking are. the problem is that when you look at the drop down box it is impossible to see which of the elements being blocked are privacy related and which are content related. i am sure that this is somethign to do with the underlying content, but it means that bar spending 10 minutes every time i want to play a video, i simply end up turning off its protection, which defeats the point of having it in the first place. however most of the time this works without having to think about it
",0
"because it's not an ad blocker. it's confusing for me too. it works tho. just not as an ad blocker.
",1
"if it had whitelisting capability, it would make this app even better :d
",0
"the rotten tomatoes web-page which i use extensively started to open with no pictures.  i suspected cookies & so cleared them out but to no avail.  the next suspect was extensions &, as this was the last one added, i switched off & voila!  rotten tomatoes is now loading correctly.

having 'all else failed', i've now read the instructions & disabled pb on rotten's site & all is well. doh!
",0
"made the charts in tradingview all wonky/misaligned scales. had to remove. no idea why it would have an effect.
",0
"this is a good extension, and it's worth using overall.

however, it has a few problems that i'd love to see fixed in an update:

- speed, it does significantly slow down browsing and i'd hope it could be made faster.

- doesn't work with refcontrol, and doesn't provide replacement functionality. i want to forge third-party referers as refcontrol allows, but that's not possible with this extension. this causes some sites to behave unexpectedly (for example, forbes.com).
",0
"you care about privacy but still use fb 😕?
",0
"need configurable exclusion list/whitelist.

the longer i use it the worse it interferes with google and other logins!!
",0
"blocked me from opening ads i wanted to see; articles i wanted to read; etc. and when i uninstalled it, chrome acted erratically. do not install this. i had to re-add it to chrome to post this review. now i will re-uninstall it.
",0
"massively slows the loading of the browser even on my top-end gaming pc. makes the browser lock up (windows states that it is unresponsive and asks if i want to close chrome) for 30 to 40 seconds each and every time that the browser is loaded. the situation is predictably worse on this under powered notebook from which i am presently writing this review.  this add-on is a great idea, but has terrible execution.
",0
"extremely good and useful. but recently slows surfing to a crawl. 

a lot of pages show ""waiting for privacy badger""
",0
"downloaded from chrome store but that isn't what the extension says?
",0
"i have run it under firefox for about 6 months  and have not had any problems.  i just loaded it under chrome, and started reading reviews that say it doesn't work well under chrome so i may be deleting it in the very near future.
",0
"i've been using this app on firefox for a while and loved it. now that i'm on chrome i've added it for the protection.
",1
"not a lot of options apart from notifications and activation/deactivation but works well. its not supposed to make your fingerprint not unique but does deceive a lot of sites
",1
"seems to work perfectly.  it does need a whitelist for the troublesome sites.
",1
"works as expected. you should put the repository on github so we can make a settings page to allow customization.
",1
"exceptional, have used in multiple pc's and it's crazy how it's safe & at the same protects what you dear the most! :)
",1
"i had high hopes, since i saw the popups appearing during the panopticlick scan.
yet at the end i had the disappointment:
does your browser protect from fingerprinting? ✗ your browser has a unique fingerprint
",0
"dont work. i tested with uniquemachine.org and it identified me everytime
",0
"seems to work well.  only thing is for panopticlick it seems to break something which makes me a bit wary.
",0
"it's great at what it does.  and i was shocked to see just how many sites are using browser fingerprinting of one sort or another. 

but it really needs some configuration options. you can't even turn it on and off from the menubar if it breaks a site. you've got to actually open your browser's preferences and disable it, which is about as user-unfriendly as you can get.
",0
"it's great at what it does.  and i was shocked to see just how many sites are using browser fingerprinting of one sort or another. 

but it really needs some configuration options. you can't even turn it on and off from the menubar if it breaks a site. you've got to actually open your browser's preferences and disable it, which is about as user-unfriendly as you can get.
",0
"it doesn't work.  https://coveryourtracks.eff.org/ still detects my unique fingerprint when it's used.
",0
"yes. when you click the extension there is a toggle to turn it on and off. when in the 'on' position, it shows as gray in the extension icon
",1
"not a lot of options apart from notifications and activation/deactivation but works well. its not supposed to make your fingerprint not unique but does deceive a lot of sites
",1
"it seems like this only works against some trackers; i get random fingerprints on https://coveryourtracks.eff.org/ or https://browserleaks.com/canvas, but i don't get them on https://fingerprintjs.com/demo/ (an actual, paid product for this service).
",0
"good privacy app. wish there were a customizations page.
",1
"exceptional, have used in multiple pc's and it's crazy how it's safe & at the same protects what you dear the most! :)
",1
"good privacy app. wish there were a customizations page.
",1
"perfect, does what i need it to do, it will randomize your fingerprint across all sites trying to read it.

i tested with panopticlick and every time it gave a different fingerprint. this is a great extension for anyone looking for an extra layer of anonymity.
",1
"does exactly what it should do and claims it does. tested at https://browserleaks.com/canvas 
i like that this is a one-exploit fix instead of a plugin claiming to spoof all forms of user fingerprinting, since new methods of that come up all the time. it's better to be certain that you have a particular weakness patched up because you have an extension that corresponds to it exactly, than to go without preventing a leak because you assumed it was included in some catchall extension but it wasn't.

ps: anyone who cannot figure out that they can click on the extension's icon and pick ""show|hide desktop notifications"" simply doesn't deserve to use this extension. heh.  really, the developer should just turn this option off by default, since it's obviously the only thing causing unhappy feedback.
",1
"yes. when you click the extension there is a toggle to turn it on and off. when in the 'on' position, it shows as gray in the extension icon
",1
"awesome, does exactly what i need it to do!  although, i know how to detect this with javascript, it just takes a little bit of thinking ;-).
",1
"does what's advertised.  many users may find it difficult to add custom uas to the extension since the link to the settings page in the menu was removed several updates ago.  right click on the icon and click options to find it again.

3 stars because of ridiculous disimprovement in ui since the first time i installed it.
",0
"it's so old, it completely useless. most web pages wont even load with this installed.
",0
"you can add googlebot, from “custom user-agents”, in the extension settings page. according to the webpage at the bottom of my post, googlebot's  user-agent is “mozilla/5.0 (compatible; googlebot/2.1; +http://www.google.com/bot.html)”.

https://support.google.com/webmasters/answer/1061943?hl=en
",1
"how about some export options? or that ""centralized user agents list"" that someone was talking about a while back?
",0
"was able to get html5 video to play on bbc
",1
"great tool - which would be perfect if it synced its settings across all of my pcs which are logged into chrome.
",1
"does not work. 05/2013. latest chrome.
",0
"very limited on options of browsers and devices. 

go with something else unless they update the list.

only one flavor of android, etc.
",0
"wish it would remember the setting per page, and that the default user-agents would be updated.
mine still shows kitkat for android...
",0
"nice extension, but it doesn't work.
at least on linux, chrome version 40.0.2214.111 (64-bit)

sorry, i managed to make it work.
for everybody needing this info: you need to go to extensions settings and check the box ""allow access to file urls"" fot this extension.

then it works :)

thank you for this great plugin!
",1
"this extension doesn't allow arbitrary uas. only a number of preset uas. disappointing.
",0
"i use this for roblox items
",1
"it works! i had to delete all chromium 17 settings to force it to update completely and after that all works fine.
",1
"also, if its too troublesome to add new versions every time there's an update
please allow manual entry of user agent string (if that works)
",0
"if you want you can in fact get a chromium 59 based browser for 32-bit linux:
http://www.slimjet.com/en/dlpage.php

slimjet have much more settings (than google chrome) - small part of which you can see on this screenshot:
http://i1-win.softpedia-static.com/screenshots/portable-slimjet_13.png
",0
"please provide reasoning for why each permission:
""access your page data on all websites""
""access your tabs and browsing history""
is necessary
",0
"i removed it and readded it and it works again.
",1
"this is exactly what i had in mind...android/ios sites on web chrome...love it!!
",1
"i use this browser extension a lot and has a lot of custom user agents added to it. i see the option to export the content to json but dont see a button for importing the json data back. i am stuck after choosing the json file from browse. please help.
",0
"roughly seems to work, but gives this error under

chrome://settings/extensions :

this extension failed to modify a network request because the modification conflicted with another extension.
",0
"easy to use and very handy for work and testing!
 but there is no internet explorer 9 10 or 11? those are the browsers i primarily test on :(
",0
"while it enables chrome to act as different browsers, after short while i discovered that the ""default"" setting does not return chrome to its original state; now i seldom can do search from the address bar as it kept informing me that instant search is not available, while previously i have no problem with that.
",0
"i love it, but can you make a user agent for the wii u and other nintendo consoles?
",1
"does not work on opentable.com.  i can see in http headers sent that it is still sending the browser's own user agent, not the one i selected.  this is despite the extension icon correctly showing the user agent it is supposedly configured to use.  does work on other sites though.  so there is a weird bug somewhere.
",0
"easy to use and very handy for work and testing!
 but there is no internet explorer 9 10 or 11? those are the browsers i primarily test on :(
",0
